full_text;username;tweet_lower;tweet_no_url;tweet_no_mention_hashtag;tweet_no_punctuation;tweet_no_numbers;tweet_clean;tweet_tokenized;tweet_no_stopwords;tweet_stemmed;tweet_preprocessed
weh gak nyangka pak pramono sepinter itu ternyata. tau fakta dan pasal2 #debatcagub #debatpilkadadki;see_sonya;weh gak nyangka pak pramono sepinter itu ternyata. tau fakta dan pasal2 #debatcagub #debatpilkadadki;weh gak nyangka pak pramono sepinter itu ternyata. tau fakta dan pasal2 #debatcagub #debatpilkadadki;weh gak nyangka pak pramono sepinter itu ternyata. tau fakta dan pasal2  ;weh gak nyangka pak pramono sepinter itu ternyata tau fakta dan pasal2  ;weh gak nyangka pak pramono sepinter itu ternyata tau fakta dan pasal  ;weh gak nyangka pak pramono sepinter itu ternyata tau fakta dan pasal;['weh', 'gak', 'nyangka', 'pak', 'pramono', 'sepinter', 'itu', 'ternyata', 'tau', 'fakta', 'dan', 'pasal'];['weh', 'gak', 'nyangka', 'pak', 'pramono', 'sepinter', '', 'ternyata', 'tau', 'fakta', '', 'pasal'];['weh', 'gak', 'nyangka', 'pak', 'pramono', 'sepinter', '', 'nyata', 'tau', 'fakta', '', 'pasal'];weh gak nyangka pak pramono sepinter  nyata tau fakta  pasal
baru opening aja udh ngakak krn cawagub no.1 cuma kebagian waktu 10 detik dari cagubnye jd gak sempet selesein pantun #debatcagub #debatpilkadadki;see_sonya;baru opening aja udh ngakak krn cawagub no.1 cuma kebagian waktu 10 detik dari cagubnye jd gak sempet selesein pantun #debatcagub #debatpilkadadki;baru opening aja udh ngakak krn cawagub no.1 cuma kebagian waktu 10 detik dari cagubnye jd gak sempet selesein pantun #debatcagub #debatpilkadadki;baru opening aja udh ngakak krn cawagub no.1 cuma kebagian waktu 10 detik dari cagubnye jd gak sempet selesein pantun  ;baru opening aja udh ngakak krn cawagub no1 cuma kebagian waktu 10 detik dari cagubnye jd gak sempet selesein pantun  ;baru opening aja udh ngakak krn cawagub no cuma kebagian waktu  detik dari cagubnye jd gak sempet selesein pantun  ;baru opening aja udh ngakak krn cawagub no cuma kebagian waktu  detik dari cagubnye jd gak sempet selesein pantun;['baru', 'opening', 'aja', 'udh', 'ngakak', 'krn', 'cawagub', 'no', 'cuma', 'kebagian', 'waktu', 'detik', 'dari', 'cagubnye', 'jd', 'gak', 'sempet', 'selesein', 'pantun'];['baru', 'opening', 'aja', 'udh', 'ngakak', 'krn', 'cawagub', 'no', 'cuma', 'kebagian', 'waktu', 'detik', '', 'cagubnye', 'jd', 'gak', 'sempet', 'selesein', 'pantun'];['baru', 'opening', 'aja', 'udh', 'ngakak', 'krn', 'cawagub', 'no', 'cuma', 'bagi', 'waktu', 'detik', '', 'cagubnye', 'jd', 'gak', 'sempet', 'selesein', 'pantun'];baru opening aja udh ngakak krn cawagub no cuma bagi waktu detik  cagubnye jd gak sempet selesein pantun
Paslon dua kaya baca teks eui.. Memang public speaking pentungnya ga becanda #debatcagub;Surya_DgnHAdi;paslon dua kaya baca teks eui.. memang public speaking pentungnya ga becanda #debatcagub;paslon dua kaya baca teks eui.. memang public speaking pentungnya ga becanda #debatcagub;paslon dua kaya baca teks eui.. memang public speaking pentungnya ga becanda ;paslon dua kaya baca teks eui memang public speaking pentungnya ga becanda ;paslon dua kaya baca teks eui memang public speaking pentungnya ga becanda ;paslon dua kaya baca teks eui memang public speaking pentungnya ga becanda;['paslon', 'dua', 'kaya', 'baca', 'teks', 'eui', 'memang', 'public', 'speaking', 'pentungnya', 'ga', 'becanda'];['paslon', '', 'kaya', 'baca', 'teks', 'eui', 'memang', 'public', 'speaking', 'pentungnya', 'ga', 'becanda'];['paslon', '', 'kaya', 'baca', 'teks', 'eui', 'memang', 'public', 'speaking', 'pentung', 'ga', 'becanda'];paslon  kaya baca teks eui memang public speaking pentung ga becanda
Semoga siapapun yang terpilih bisa kurangi stunting di Jakarta ya #pinterpolitik #infografis #beritapolitik #politikindonesia #debatcagub #pilgubjakarta #ridwankamil #pramonoanung #dharmapongrekun #politik https://t.co/dFIiQZM1HZ;pinterpolitik;semoga siapapun yang terpilih bisa kurangi stunting di jakarta ya #pinterpolitik #infografis #beritapolitik #politikindonesia #debatcagub #pilgubjakarta #ridwankamil #pramonoanung #dharmapongrekun #politik https://t.co/dfiiqzm1hz;semoga siapapun yang terpilih bisa kurangi stunting di jakarta ya #pinterpolitik #infografis #beritapolitik #politikindonesia #debatcagub #pilgubjakarta #ridwankamil #pramonoanung #dharmapongrekun #politik ;semoga siapapun yang terpilih bisa kurangi stunting di jakarta ya           ;semoga siapapun yang terpilih bisa kurangi stunting di jakarta ya           ;semoga siapapun yang terpilih bisa kurangi stunting di jakarta ya           ;semoga siapapun yang terpilih bisa kurangi stunting di jakarta ya;['semoga', 'siapapun', 'yang', 'terpilih', 'bisa', 'kurangi', 'stunting', 'di', 'jakarta', 'ya'];['semoga', 'siapapun', '', 'terpilih', '', 'kurangi', 'stunting', '', 'jakarta', ''];['moga', 'siapa', '', 'pilih', '', 'kurang', 'stunting', '', 'jakarta', ''];moga siapa  pilih  kurang stunting  jakarta 
Perhatikan Rute Menuju Lokasi Debat Cagub Jakarta https://t.co/qvJ368Zpae #Debate2024 #Pilkada2024 #PilkadaSerentak2024 #pilgubjakarta #JakartaBaruJakartaMaju #JakartaMenyala #Jakarta #DebatCagub;edorusia;perhatikan rute menuju lokasi debat cagub jakarta https://t.co/qvj368zpae #debate2024 #pilkada2024 #pilkadaserentak2024 #pilgubjakarta #jakartabarujakartamaju #jakartamenyala #jakarta #debatcagub;perhatikan rute menuju lokasi debat cagub jakarta  #debate2024 #pilkada2024 #pilkadaserentak2024 #pilgubjakarta #jakartabarujakartamaju #jakartamenyala #jakarta #debatcagub;perhatikan rute menuju lokasi debat cagub jakarta         ;perhatikan rute menuju lokasi debat cagub jakarta         ;perhatikan rute menuju lokasi debat cagub jakarta         ;perhatikan rute menuju lokasi debat cagub jakarta;['perhatikan', 'rute', 'menuju', 'lokasi', 'debat', 'cagub', 'jakarta'];['perhatikan', 'rute', 'menuju', 'lokasi', 'debat', 'cagub', 'jakarta'];['perhati', 'rute', 'tuju', 'lokasi', 'debat', 'cagub', 'jakarta'];perhati rute tuju lokasi debat cagub jakarta
membatasi audiens masing-masing pasangan calon sebanyak 100 orang karena tempatnya terbatas. Debat publik pertama dijadwalkan pada 25 Oktober #pilkadaAceh #Pilkada2024 #debatcagub https://t.co/vNZyNAh9gf;aceh_antaranews;membatasi audiens masing-masing pasangan calon sebanyak 100 orang karena tempatnya terbatas. debat publik pertama dijadwalkan pada 25 oktober #pilkadaaceh #pilkada2024 #debatcagub https://t.co/vnzynah9gf;membatasi audiens masing-masing pasangan calon sebanyak 100 orang karena tempatnya terbatas. debat publik pertama dijadwalkan pada 25 oktober #pilkadaaceh #pilkada2024 #debatcagub ;membatasi audiens masing-masing pasangan calon sebanyak 100 orang karena tempatnya terbatas. debat publik pertama dijadwalkan pada 25 oktober    ;membatasi audiens masingmasing pasangan calon sebanyak 100 orang karena tempatnya terbatas debat publik pertama dijadwalkan pada 25 oktober    ;membatasi audiens masingmasing pasangan calon sebanyak  orang karena tempatnya terbatas debat publik pertama dijadwalkan pada  oktober    ;membatasi audiens masingmasing pasangan calon sebanyak  orang karena tempatnya terbatas debat publik pertama dijadwalkan pada  oktober;['membatasi', 'audiens', 'masingmasing', 'pasangan', 'calon', 'sebanyak', 'orang', 'karena', 'tempatnya', 'terbatas', 'debat', 'publik', 'pertama', 'dijadwalkan', 'pada', 'oktober'];['membatasi', 'audiens', 'masingmasing', 'pasangan', 'calon', 'sebanyak', 'orang', '', 'tempatnya', 'terbatas', 'debat', 'publik', 'pertama', 'dijadwalkan', '', 'oktober'];['batas', 'audiens', 'masingmasing', 'pasang', 'calon', 'banyak', 'orang', '', 'tempat', 'batas', 'debat', 'publik', 'pertama', 'jadwal', '', 'oktober'];batas audiens masingmasing pasang calon banyak orang  tempat batas debat publik pertama jadwal  oktober
Dukung terus Kondomo-Kurita untuk Papua Selatan yang lebih maju dan sejahtera! #PapuaSelatanMaju #KondomoKurita2024 #KondomoKurita #SahabatKota #sahabatkondomokurita #papuaselatan #cagubpapuaselatan #cawagubpapuaselatan #pilkada2024 #debatcagub #tvone;sahabatkota_ps;dukung terus kondomo-kurita untuk papua selatan yang lebih maju dan sejahtera! #papuaselatanmaju #kondomokurita2024 #kondomokurita #sahabatkota #sahabatkondomokurita #papuaselatan #cagubpapuaselatan #cawagubpapuaselatan #pilkada2024 #debatcagub #tvone;dukung terus kondomo-kurita untuk papua selatan yang lebih maju dan sejahtera! #papuaselatanmaju #kondomokurita2024 #kondomokurita #sahabatkota #sahabatkondomokurita #papuaselatan #cagubpapuaselatan #cawagubpapuaselatan #pilkada2024 #debatcagub #tvone;dukung terus kondomo-kurita untuk papua selatan yang lebih maju dan sejahtera!           ;dukung terus kondomokurita untuk papua selatan yang lebih maju dan sejahtera           ;dukung terus kondomokurita untuk papua selatan yang lebih maju dan sejahtera           ;dukung terus kondomokurita untuk papua selatan yang lebih maju dan sejahtera;['dukung', 'terus', 'kondomokurita', 'untuk', 'papua', 'selatan', 'yang', 'lebih', 'maju', 'dan', 'sejahtera'];['dukung', 'terus', 'kondomokurita', '', 'papua', 'selatan', '', 'lebih', 'maju', '', 'sejahtera'];['dukung', 'terus', 'kondomokurita', '', 'papua', 'selatan', '', 'lebih', 'maju', '', 'sejahtera'];dukung terus kondomokurita  papua selatan  lebih maju  sejahtera
https://t.co/RNWMISk5wj https://t.co/PEHK4IVwiH -Debat kedua cagub di pilkada Jakarta bakal kembali digelar pada 27 Oktober 2024 mendatang. #cagub #debatcagub #cagubDKI #ipol https://t.co/wWSB6s7Vh3;ipoldotid;https://t.co/rnwmisk5wj https://t.co/pehk4ivwih -debat kedua cagub di pilkada jakarta bakal kembali digelar pada 27 oktober 2024 mendatang. #cagub #debatcagub #cagubdki #ipol https://t.co/wwsb6s7vh3;  -debat kedua cagub di pilkada jakarta bakal kembali digelar pada 27 oktober 2024 mendatang. #cagub #debatcagub #cagubdki #ipol ;  -debat kedua cagub di pilkada jakarta bakal kembali digelar pada 27 oktober 2024 mendatang.     ;  debat kedua cagub di pilkada jakarta bakal kembali digelar pada 27 oktober 2024 mendatang     ;  debat kedua cagub di pilkada jakarta bakal kembali digelar pada  oktober  mendatang     ;debat kedua cagub di pilkada jakarta bakal kembali digelar pada  oktober  mendatang;['debat', 'kedua', 'cagub', 'di', 'pilkada', 'jakarta', 'bakal', 'kembali', 'digelar', 'pada', 'oktober', 'mendatang'];['debat', 'kedua', 'cagub', '', 'pilkada', 'jakarta', 'bakal', '', 'digelar', '', 'oktober', 'mendatang'];['debat', 'dua', 'cagub', '', 'pilkada', 'jakarta', 'bakal', '', 'gelar', '', 'oktober', 'datang'];debat dua cagub  pilkada jakarta bakal  gelar  oktober datang
Debat terbuka Cagub-Cawagub Jateng 2024 akan segera digelar! Pastikan kamu menyaksikan untuk memahami visi misi para calon. Tentukan pilihanmu dengan bijak! #DebatCagub #Jateng2024 #KPUJateng https://t.co/cK5esBgKzd;calonkpldaerah;debat terbuka cagub-cawagub jateng 2024 akan segera digelar! pastikan kamu menyaksikan untuk memahami visi misi para calon. tentukan pilihanmu dengan bijak! #debatcagub #jateng2024 #kpujateng https://t.co/ck5esbgkzd;debat terbuka cagub-cawagub jateng 2024 akan segera digelar! pastikan kamu menyaksikan untuk memahami visi misi para calon. tentukan pilihanmu dengan bijak! #debatcagub #jateng2024 #kpujateng ;debat terbuka cagub-cawagub jateng 2024 akan segera digelar! pastikan kamu menyaksikan untuk memahami visi misi para calon. tentukan pilihanmu dengan bijak!    ;debat terbuka cagubcawagub jateng 2024 akan segera digelar pastikan kamu menyaksikan untuk memahami visi misi para calon tentukan pilihanmu dengan bijak    ;debat terbuka cagubcawagub jateng  akan segera digelar pastikan kamu menyaksikan untuk memahami visi misi para calon tentukan pilihanmu dengan bijak    ;debat terbuka cagubcawagub jateng  akan segera digelar pastikan kamu menyaksikan untuk memahami visi misi para calon tentukan pilihanmu dengan bijak;['debat', 'terbuka', 'cagubcawagub', 'jateng', 'akan', 'segera', 'digelar', 'pastikan', 'kamu', 'menyaksikan', 'untuk', 'memahami', 'visi', 'misi', 'para', 'calon', 'tentukan', 'pilihanmu', 'dengan', 'bijak'];['debat', 'terbuka', 'cagubcawagub', 'jateng', '', 'segera', 'digelar', 'pastikan', 'kamu', 'menyaksikan', '', 'memahami', 'visi', 'misi', '', 'calon', 'tentukan', 'pilihanmu', '', 'bijak'];['debat', 'buka', 'cagubcawagub', 'jateng', '', 'segera', 'gelar', 'pasti', 'kamu', 'saksi', '', 'paham', 'visi', 'misi', '', 'calon', 'tentu', 'pilih', '', 'bijak'];debat buka cagubcawagub jateng  segera gelar pasti kamu saksi  paham visi misi  calon tentu pilih  bijak
Debat terbuka Cagub-Cawagub Jateng 2024 akan segera digelar! Waktunya mendengar visi misi calon dan menentukan pilihan yang tepat. Jangan lewatkan! #DebatCagub #Jateng2024 #Pemilu2024 #SuaraRakyat https://t.co/2rIH4N7GZ3;Pilkadanewscom;debat terbuka cagub-cawagub jateng 2024 akan segera digelar! waktunya mendengar visi misi calon dan menentukan pilihan yang tepat. jangan lewatkan! #debatcagub #jateng2024 #pemilu2024 #suararakyat https://t.co/2rih4n7gz3;debat terbuka cagub-cawagub jateng 2024 akan segera digelar! waktunya mendengar visi misi calon dan menentukan pilihan yang tepat. jangan lewatkan! #debatcagub #jateng2024 #pemilu2024 #suararakyat ;debat terbuka cagub-cawagub jateng 2024 akan segera digelar! waktunya mendengar visi misi calon dan menentukan pilihan yang tepat. jangan lewatkan!     ;debat terbuka cagubcawagub jateng 2024 akan segera digelar waktunya mendengar visi misi calon dan menentukan pilihan yang tepat jangan lewatkan     ;debat terbuka cagubcawagub jateng  akan segera digelar waktunya mendengar visi misi calon dan menentukan pilihan yang tepat jangan lewatkan     ;debat terbuka cagubcawagub jateng  akan segera digelar waktunya mendengar visi misi calon dan menentukan pilihan yang tepat jangan lewatkan;['debat', 'terbuka', 'cagubcawagub', 'jateng', 'akan', 'segera', 'digelar', 'waktunya', 'mendengar', 'visi', 'misi', 'calon', 'dan', 'menentukan', 'pilihan', 'yang', 'tepat', 'jangan', 'lewatkan'];['debat', 'terbuka', 'cagubcawagub', 'jateng', '', 'segera', 'digelar', 'waktunya', 'mendengar', 'visi', 'misi', 'calon', '', 'menentukan', 'pilihan', '', 'tepat', 'jangan', 'lewatkan'];['debat', 'buka', 'cagubcawagub', 'jateng', '', 'segera', 'gelar', 'waktu', 'dengar', 'visi', 'misi', 'calon', '', 'tentu', 'pilih', '', 'tepat', 'jangan', 'lewat'];debat buka cagubcawagub jateng  segera gelar waktu dengar visi misi calon  tentu pilih  tepat jangan lewat
https://t.co/ytPDNsDR2w Strategi Tiga Paslon Cagub dan Cawagub Jakarta Atasi Kemacetan River Way Hingga MRT dan LRT Gratis ! #Jakarta #DebatCagub #RidwanKamil #Kemacetan #Dharma #Pramono #RanoKarno;helojabar_;https://t.co/ytpdnsdr2w strategi tiga paslon cagub dan cawagub jakarta atasi kemacetan river way hingga mrt dan lrt gratis ! #jakarta #debatcagub #ridwankamil #kemacetan #dharma #pramono #ranokarno; strategi tiga paslon cagub dan cawagub jakarta atasi kemacetan river way hingga mrt dan lrt gratis ! #jakarta #debatcagub #ridwankamil #kemacetan #dharma #pramono #ranokarno; strategi tiga paslon cagub dan cawagub jakarta atasi kemacetan river way hingga mrt dan lrt gratis !       ; strategi tiga paslon cagub dan cawagub jakarta atasi kemacetan river way hingga mrt dan lrt gratis        ; strategi tiga paslon cagub dan cawagub jakarta atasi kemacetan river way hingga mrt dan lrt gratis        ;strategi tiga paslon cagub dan cawagub jakarta atasi kemacetan river way hingga mrt dan lrt gratis;['strategi', 'tiga', 'paslon', 'cagub', 'dan', 'cawagub', 'jakarta', 'atasi', 'kemacetan', 'river', 'way', 'hingga', 'mrt', 'dan', 'lrt', 'gratis'];['strategi', 'tiga', 'paslon', 'cagub', '', 'cawagub', 'jakarta', 'atasi', 'kemacetan', 'river', 'way', 'hingga', 'mrt', '', 'lrt', 'gratis'];['strategi', 'tiga', 'paslon', 'cagub', '', 'cawagub', 'jakarta', 'atas', 'macet', 'river', 'way', 'hingga', 'mrt', '', 'lrt', 'gratis'];strategi tiga paslon cagub  cawagub jakarta atas macet river way hingga mrt  lrt gratis
Debat perdana Pilgub Jakarta 2024 telah usai! Simak janji-janji Ridwan Kamil Dharma Pongrekun dan Pramono Anung untuk masa depan Jakarta. Siapa paling meyakinkan? Baca selengkapnya! #PilgubJakarta2024 #Pilkada2024 #DebatCagub #update #news #seketika https://t.co/AC1XKdnOVG;seketikanet;debat perdana pilgub jakarta 2024 telah usai! simak janji-janji ridwan kamil dharma pongrekun dan pramono anung untuk masa depan jakarta. siapa paling meyakinkan? baca selengkapnya! #pilgubjakarta2024 #pilkada2024 #debatcagub #update #news #seketika https://t.co/ac1xkdnovg;debat perdana pilgub jakarta 2024 telah usai! simak janji-janji ridwan kamil dharma pongrekun dan pramono anung untuk masa depan jakarta. siapa paling meyakinkan? baca selengkapnya! #pilgubjakarta2024 #pilkada2024 #debatcagub #update #news #seketika ;debat perdana pilgub jakarta 2024 telah usai! simak janji-janji ridwan kamil dharma pongrekun dan pramono anung untuk masa depan jakarta. siapa paling meyakinkan? baca selengkapnya!       ;debat perdana pilgub jakarta 2024 telah usai simak janjijanji ridwan kamil dharma pongrekun dan pramono anung untuk masa depan jakarta siapa paling meyakinkan baca selengkapnya       ;debat perdana pilgub jakarta  telah usai simak janjijanji ridwan kamil dharma pongrekun dan pramono anung untuk masa depan jakarta siapa paling meyakinkan baca selengkapnya       ;debat perdana pilgub jakarta  telah usai simak janjijanji ridwan kamil dharma pongrekun dan pramono anung untuk masa depan jakarta siapa paling meyakinkan baca selengkapnya;['debat', 'perdana', 'pilgub', 'jakarta', 'telah', 'usai', 'simak', 'janjijanji', 'ridwan', 'kamil', 'dharma', 'pongrekun', 'dan', 'pramono', 'anung', 'untuk', 'masa', 'depan', 'jakarta', 'siapa', 'paling', 'meyakinkan', 'baca', 'selengkapnya'];['debat', 'perdana', 'pilgub', 'jakarta', '', 'usai', 'simak', 'janjijanji', 'ridwan', 'kamil', 'dharma', 'pongrekun', '', 'pramono', 'anung', '', 'masa', 'depan', 'jakarta', 'siapa', 'paling', 'meyakinkan', 'baca', 'selengkapnya'];['debat', 'perdana', 'pilgub', 'jakarta', '', 'usai', 'simak', 'janjijanji', 'ridwan', 'kamil', 'dharma', 'pongrekun', '', 'pramono', 'anung', '', 'masa', 'depan', 'jakarta', 'siapa', 'paling', 'yakin', 'baca', 'lengkap'];debat perdana pilgub jakarta  usai simak janjijanji ridwan kamil dharma pongrekun  pramono anung  masa depan jakarta siapa paling yakin baca lengkap
Debat Calon Gubernur Jateng Digelar Tiga Kali Cek Tanggalnya di Sini Klik untuk baca: #semarang #kpujateng #debatcagub #pilgubjateng #Pilkada2024 https://t.co/XJ4ctMFCBl;murianews_com;debat calon gubernur jateng digelar tiga kali cek tanggalnya di sini klik untuk baca: #semarang #kpujateng #debatcagub #pilgubjateng #pilkada2024 https://t.co/xj4ctmfcbl;debat calon gubernur jateng digelar tiga kali cek tanggalnya di sini klik untuk baca: #semarang #kpujateng #debatcagub #pilgubjateng #pilkada2024 ;debat calon gubernur jateng digelar tiga kali cek tanggalnya di sini klik untuk baca:      ;debat calon gubernur jateng digelar tiga kali cek tanggalnya di sini klik untuk baca      ;debat calon gubernur jateng digelar tiga kali cek tanggalnya di sini klik untuk baca      ;debat calon gubernur jateng digelar tiga kali cek tanggalnya di sini klik untuk baca;['debat', 'calon', 'gubernur', 'jateng', 'digelar', 'tiga', 'kali', 'cek', 'tanggalnya', 'di', 'sini', 'klik', 'untuk', 'baca'];['debat', 'calon', 'gubernur', 'jateng', 'digelar', 'tiga', 'kali', 'cek', 'tanggalnya', '', 'sini', 'klik', '', 'baca'];['debat', 'calon', 'gubernur', 'jateng', 'gelar', 'tiga', 'kali', 'cek', 'tanggal', '', 'sini', 'klik', '', 'baca'];debat calon gubernur jateng gelar tiga kali cek tanggal  sini klik  baca
