full_text,username,tweet_lower,tweet_no_url,tweet_no_mention_hashtag,tweet_no_punctuation,tweet_no_numbers,tweet_clean,tweet_tokenized,tweet_no_stopwords,tweet_stemmed,tweet_preprocessed,label
Touring Demokrasi Road to 27 November: Sosialisasi Pilkada Serentak 2024! ‍️ Yuk baca selengkapnya dan pahami lebih dalam tentang rangkaian ini melalui tautan di bawah! https://t.co/1cue94Od2B #TouringDemokrasi #RoadTo27November #Pilkada2024 #Pilgub2024 https://t.co/oIB2EqPv99,ayobacanews,touring demokrasi road to 27 november: sosialisasi pilkada serentak 2024! ‍️ yuk baca selengkapnya dan pahami lebih dalam tentang rangkaian ini melalui tautan di bawah! https://t.co/1cue94od2b #touringdemokrasi #roadto27november #pilkada2024 #pilgub2024 https://t.co/oib2eqpv99,touring demokrasi road to 27 november: sosialisasi pilkada serentak 2024! ‍️ yuk baca selengkapnya dan pahami lebih dalam tentang rangkaian ini melalui tautan di bawah!  #touringdemokrasi #roadto27november #pilkada2024 #pilgub2024 ,touring demokrasi road to 27 november: sosialisasi pilkada serentak 2024! ‍️ yuk baca selengkapnya dan pahami lebih dalam tentang rangkaian ini melalui tautan di bawah!      ,touring demokrasi road to 27 november sosialisasi pilkada serentak 2024 ‍️ yuk baca selengkapnya dan pahami lebih dalam tentang rangkaian ini melalui tautan di bawah      ,touring demokrasi road to  november sosialisasi pilkada serentak  ‍️ yuk baca selengkapnya dan pahami lebih dalam tentang rangkaian ini melalui tautan di bawah      ,touring demokrasi road to  november sosialisasi pilkada serentak  ‍️ yuk baca selengkapnya dan pahami lebih dalam tentang rangkaian ini melalui tautan di bawah,"['touring', 'demokrasi', 'road', 'to', 'november', 'sosialisasi', 'pilkada', 'serentak', '\u200d️', 'yuk', 'baca', 'selengkapnya', 'dan', 'pahami', 'lebih', 'dalam', 'tentang', 'rangkaian', 'ini', 'melalui', 'tautan', 'di', 'bawah']","['touring', 'demokrasi', 'road', 'to', 'november', 'sosialisasi', 'pilkada', 'serentak', '\u200d️', 'yuk', 'baca', 'selengkapnya', 'pahami', 'rangkaian', 'tautan']","['touring', 'demokrasi', 'road', 'to', 'november', 'sosialisasi', 'pilkada', 'serentak', '', 'yuk', 'baca', 'lengkap', 'paham', 'rangkai', 'taut']",touring demokrasi road to november sosialisasi pilkada serentak  yuk baca lengkap paham rangkai taut,0
Bantu anak anjing https://t.co/3exrJEpgsX #Jateng #Jatim #Pilgub2024 #TimnasIndonesia #Timnas #TimnasDay #Arab #Bahrain #Australia #Jepang #cinayet #GHLimite11,Raharj_o90,bantu anak anjing https://t.co/3exrjepgsx #jateng #jatim #pilgub2024 #timnasindonesia #timnas #timnasday #arab #bahrain #australia #jepang #cinayet #ghlimite11,bantu anak anjing  #jateng #jatim #pilgub2024 #timnasindonesia #timnas #timnasday #arab #bahrain #australia #jepang #cinayet #ghlimite11,bantu anak anjing             ,bantu anak anjing             ,bantu anak anjing             ,bantu anak anjing,"['bantu', 'anak', 'anjing']","['bantu', 'anak', 'anjing']","['bantu', 'anak', 'anjing']",bantu anak anjing,0
Reaksi PDIP setelah Jokowi terang-terangan dukung RK untuk Pilgub Jakarta. Apakah ini sinyal politik baru? #Jokowi #RidwanKamil #Pilgub2024 https://t.co/2rMIIrsnO1,WulandaryMonika,reaksi pdip setelah jokowi terang-terangan dukung rk untuk pilgub jakarta. apakah ini sinyal politik baru? #jokowi #ridwankamil #pilgub2024 https://t.co/2rmiirsno1,reaksi pdip setelah jokowi terang-terangan dukung rk untuk pilgub jakarta. apakah ini sinyal politik baru? #jokowi #ridwankamil #pilgub2024 ,reaksi pdip setelah jokowi terang-terangan dukung rk untuk pilgub jakarta. apakah ini sinyal politik baru?    ,reaksi pdip setelah jokowi terangterangan dukung rk untuk pilgub jakarta apakah ini sinyal politik baru    ,reaksi pdip setelah jokowi terangterangan dukung rk untuk pilgub jakarta apakah ini sinyal politik baru    ,reaksi pdip setelah jokowi terangterangan dukung rk untuk pilgub jakarta apakah ini sinyal politik baru,"['reaksi', 'pdip', 'setelah', 'jokowi', 'terangterangan', 'dukung', 'rk', 'untuk', 'pilgub', 'jakarta', 'apakah', 'ini', 'sinyal', 'politik', 'baru']","['reaksi', 'pdip', 'jokowi', 'terangterangan', 'dukung', 'rk', 'pilgub', 'jakarta', 'sinyal', 'politik']","['reaksi', 'pdip', 'jokowi', 'terangterangan', 'dukung', 'rk', 'pilgub', 'jakarta', 'sinyal', 'politik']",reaksi pdip jokowi terangterangan dukung rk pilgub jakarta sinyal politik,0
Jokowi Ungkap Alasan Pilih Ridwan Kamil Sebagai Calon Gubernur Jakarta di Pilkada 2024 Baca berita selengkapnya disini : https://t.co/zOpTnNiBBJ #pilgubjakarta #ridwankamil #jokowi #pilgub2024,imadlabmed,jokowi ungkap alasan pilih ridwan kamil sebagai calon gubernur jakarta di pilkada 2024 baca berita selengkapnya disini : https://t.co/zoptnnibbj #pilgubjakarta #ridwankamil #jokowi #pilgub2024,jokowi ungkap alasan pilih ridwan kamil sebagai calon gubernur jakarta di pilkada 2024 baca berita selengkapnya disini :  #pilgubjakarta #ridwankamil #jokowi #pilgub2024,jokowi ungkap alasan pilih ridwan kamil sebagai calon gubernur jakarta di pilkada 2024 baca berita selengkapnya disini :     ,jokowi ungkap alasan pilih ridwan kamil sebagai calon gubernur jakarta di pilkada 2024 baca berita selengkapnya disini      ,jokowi ungkap alasan pilih ridwan kamil sebagai calon gubernur jakarta di pilkada  baca berita selengkapnya disini      ,jokowi ungkap alasan pilih ridwan kamil sebagai calon gubernur jakarta di pilkada  baca berita selengkapnya disini,"['jokowi', 'ungkap', 'alasan', 'pilih', 'ridwan', 'kamil', 'sebagai', 'calon', 'gubernur', 'jakarta', 'di', 'pilkada', 'baca', 'berita', 'selengkapnya', 'disini']","['jokowi', 'alasan', 'pilih', 'ridwan', 'kamil', 'calon', 'gubernur', 'jakarta', 'pilkada', 'baca', 'berita', 'selengkapnya']","['jokowi', 'alas', 'pilih', 'ridwan', 'kamil', 'calon', 'gubernur', 'jakarta', 'pilkada', 'baca', 'berita', 'lengkap']",jokowi alas pilih ridwan kamil calon gubernur jakarta pilkada baca berita lengkap,0
Keseruan Kang Acep dan keluarga belanja batik di Cirebon Jangan lupa Bahagia bersama pilih no️ #JabarBahagia #AcepAdangGita #pilgubjabar #pilgub2024 https://t.co/w7mCfVkLaY,acep_adang,keseruan kang acep dan keluarga belanja batik di cirebon jangan lupa bahagia bersama pilih no️ #jabarbahagia #acepadanggita #pilgubjabar #pilgub2024 https://t.co/w7mcfvklay,keseruan kang acep dan keluarga belanja batik di cirebon jangan lupa bahagia bersama pilih no️ #jabarbahagia #acepadanggita #pilgubjabar #pilgub2024 ,keseruan kang acep dan keluarga belanja batik di cirebon jangan lupa bahagia bersama pilih no️     ,keseruan kang acep dan keluarga belanja batik di cirebon jangan lupa bahagia bersama pilih no️     ,keseruan kang acep dan keluarga belanja batik di cirebon jangan lupa bahagia bersama pilih no️     ,keseruan kang acep dan keluarga belanja batik di cirebon jangan lupa bahagia bersama pilih no️,"['keseruan', 'kang', 'acep', 'dan', 'keluarga', 'belanja', 'batik', 'di', 'cirebon', 'jangan', 'lupa', 'bahagia', 'bersama', 'pilih', 'no️']","['keseruan', 'kang', 'acep', 'keluarga', 'belanja', 'batik', 'cirebon', 'lupa', 'bahagia', 'pilih', 'no️']","['seru', 'kang', 'acep', 'keluarga', 'belanja', 'batik', 'cirebon', 'lupa', 'bahagia', 'pilih', 'no']",seru kang acep keluarga belanja batik cirebon lupa bahagia pilih no,0
Cagub Pramono Anung menyampaikan apresiasi kepada para gubernur Jakarta sebelumnya seperti Sutiyoso Foke Ahok Jokowi dan Anies atas kontribusi mereka membangun ibu kota. #BonusDemografi #IndonesiaEmas2045 #MewarnaiIndonesia #CagubJakarta #ProgramPrioritas #Pilgub2024 https://t.co/FQ2BOAyLkR,Faktacom_,cagub pramono anung menyampaikan apresiasi kepada para gubernur jakarta sebelumnya seperti sutiyoso foke ahok jokowi dan anies atas kontribusi mereka membangun ibu kota. #bonusdemografi #indonesiaemas2045 #mewarnaiindonesia #cagubjakarta #programprioritas #pilgub2024 https://t.co/fq2boaylkr,cagub pramono anung menyampaikan apresiasi kepada para gubernur jakarta sebelumnya seperti sutiyoso foke ahok jokowi dan anies atas kontribusi mereka membangun ibu kota. #bonusdemografi #indonesiaemas2045 #mewarnaiindonesia #cagubjakarta #programprioritas #pilgub2024 ,cagub pramono anung menyampaikan apresiasi kepada para gubernur jakarta sebelumnya seperti sutiyoso foke ahok jokowi dan anies atas kontribusi mereka membangun ibu kota.       ,cagub pramono anung menyampaikan apresiasi kepada para gubernur jakarta sebelumnya seperti sutiyoso foke ahok jokowi dan anies atas kontribusi mereka membangun ibu kota       ,cagub pramono anung menyampaikan apresiasi kepada para gubernur jakarta sebelumnya seperti sutiyoso foke ahok jokowi dan anies atas kontribusi mereka membangun ibu kota       ,cagub pramono anung menyampaikan apresiasi kepada para gubernur jakarta sebelumnya seperti sutiyoso foke ahok jokowi dan anies atas kontribusi mereka membangun ibu kota,"['cagub', 'pramono', 'anung', 'menyampaikan', 'apresiasi', 'kepada', 'para', 'gubernur', 'jakarta', 'sebelumnya', 'seperti', 'sutiyoso', 'foke', 'ahok', 'jokowi', 'dan', 'anies', 'atas', 'kontribusi', 'mereka', 'membangun', 'ibu', 'kota']","['cagub', 'pramono', 'anung', 'apresiasi', 'gubernur', 'jakarta', 'sutiyoso', 'foke', 'ahok', 'jokowi', 'anies', 'kontribusi', 'membangun', 'kota']","['cagub', 'pramono', 'anung', 'apresiasi', 'gubernur', 'jakarta', 'sutiyoso', 'foke', 'ahok', 'jokowi', 'anies', 'kontribusi', 'bangun', 'kota']",cagub pramono anung apresiasi gubernur jakarta sutiyoso foke ahok jokowi anies kontribusi bangun kota,0
Cagub Jakarta nomor 3 Pramono Anung menegaskan komitmennya untuk tidak melakukan penggusuran jika terpilih menjadi Gubernur Jakarta. #PramonoAnung #JakartaUntukSemua #DebatJakarta #Pilgub2024 #Ahokers #AnakAbah #AyobacaNews https://t.co/lCKWQaFJWQ,ayobacanews,cagub jakarta nomor 3 pramono anung menegaskan komitmennya untuk tidak melakukan penggusuran jika terpilih menjadi gubernur jakarta. #pramonoanung #jakartauntuksemua #debatjakarta #pilgub2024 #ahokers #anakabah #ayobacanews https://t.co/lckwqafjwq,cagub jakarta nomor 3 pramono anung menegaskan komitmennya untuk tidak melakukan penggusuran jika terpilih menjadi gubernur jakarta. #pramonoanung #jakartauntuksemua #debatjakarta #pilgub2024 #ahokers #anakabah #ayobacanews ,cagub jakarta nomor 3 pramono anung menegaskan komitmennya untuk tidak melakukan penggusuran jika terpilih menjadi gubernur jakarta.        ,cagub jakarta nomor 3 pramono anung menegaskan komitmennya untuk tidak melakukan penggusuran jika terpilih menjadi gubernur jakarta        ,cagub jakarta nomor  pramono anung menegaskan komitmennya untuk tidak melakukan penggusuran jika terpilih menjadi gubernur jakarta        ,cagub jakarta nomor  pramono anung menegaskan komitmennya untuk tidak melakukan penggusuran jika terpilih menjadi gubernur jakarta,"['cagub', 'jakarta', 'nomor', 'pramono', 'anung', 'menegaskan', 'komitmennya', 'untuk', 'tidak', 'melakukan', 'penggusuran', 'jika', 'terpilih', 'menjadi', 'gubernur', 'jakarta']","['cagub', 'jakarta', 'nomor', 'pramono', 'anung', 'komitmennya', 'penggusuran', 'terpilih', 'gubernur', 'jakarta']","['cagub', 'jakarta', 'nomor', 'pramono', 'anung', 'komitmen', 'gusur', 'pilih', 'gubernur', 'jakarta']",cagub jakarta nomor pramono anung komitmen gusur pilih gubernur jakarta,0
Mana mungkin Jenderal #TNI berbadan kekar berotot kalah sama Irjen #polisi letoyyy ngondek doyan wedok #AhmadLuthfi ?? . . . @jokowi #tajyasin #gusyasin #pilgubjateng #jokowi #pilgub2024 #prabowo #pilkadajateng #tniad #ngopeningelakoni #polripresisi #tnipolri #poldajateng,fransisca_ning,mana mungkin jenderal #tni berbadan kekar berotot kalah sama irjen #polisi letoyyy ngondek doyan wedok #ahmadluthfi ?? . . . @jokowi #tajyasin #gusyasin #pilgubjateng #jokowi #pilgub2024 #prabowo #pilkadajateng #tniad #ngopeningelakoni #polripresisi #tnipolri #poldajateng,mana mungkin jenderal #tni berbadan kekar berotot kalah sama irjen #polisi letoyyy ngondek doyan wedok #ahmadluthfi ?? . . . @jokowi #tajyasin #gusyasin #pilgubjateng #jokowi #pilgub2024 #prabowo #pilkadajateng #tniad #ngopeningelakoni #polripresisi #tnipolri #poldajateng,mana mungkin jenderal  berbadan kekar berotot kalah sama irjen  letoyyy ngondek doyan wedok  ?? . . .             ,mana mungkin jenderal  berbadan kekar berotot kalah sama irjen  letoyyy ngondek doyan wedok                  ,mana mungkin jenderal  berbadan kekar berotot kalah sama irjen  letoyyy ngondek doyan wedok                  ,mana mungkin jenderal  berbadan kekar berotot kalah sama irjen  letoyyy ngondek doyan wedok,"['mana', 'mungkin', 'jenderal', 'berbadan', 'kekar', 'berotot', 'kalah', 'sama', 'irjen', 'letoyyy', 'ngondek', 'doyan', 'wedok']","['jenderal', 'berbadan', 'kekar', 'berotot', 'kalah', 'irjen', 'letoyyy', 'ngondek', 'doyan', 'wedok']","['jenderal', 'badan', 'kekar', 'otot', 'kalah', 'irjen', 'letoyyy', 'ngondek', 'doyan', 'wedok']",jenderal badan kekar otot kalah irjen letoyyy ngondek doyan wedok,0
Minggu 17 November 2024 Kang Acep bersama KH Ma'ruf Amin dan keluarga besar PKB berziarah ke makam Sunan Gunung Jati di Cirebon #JabarBahagia #pilgub2024 #pilgubjabar https://t.co/WD8TE7edNN,acep_adang,minggu 17 november 2024 kang acep bersama kh ma'ruf amin dan keluarga besar pkb berziarah ke makam sunan gunung jati di cirebon #jabarbahagia #pilgub2024 #pilgubjabar https://t.co/wd8te7ednn,minggu 17 november 2024 kang acep bersama kh ma'ruf amin dan keluarga besar pkb berziarah ke makam sunan gunung jati di cirebon #jabarbahagia #pilgub2024 #pilgubjabar ,minggu 17 november 2024 kang acep bersama kh ma'ruf amin dan keluarga besar pkb berziarah ke makam sunan gunung jati di cirebon    ,minggu 17 november 2024 kang acep bersama kh maruf amin dan keluarga besar pkb berziarah ke makam sunan gunung jati di cirebon    ,minggu  november  kang acep bersama kh maruf amin dan keluarga besar pkb berziarah ke makam sunan gunung jati di cirebon    ,minggu  november  kang acep bersama kh maruf amin dan keluarga besar pkb berziarah ke makam sunan gunung jati di cirebon,"['minggu', 'november', 'kang', 'acep', 'bersama', 'kh', 'maruf', 'amin', 'dan', 'keluarga', 'besar', 'pkb', 'berziarah', 'ke', 'makam', 'sunan', 'gunung', 'jati', 'di', 'cirebon']","['minggu', 'november', 'kang', 'acep', 'kh', 'maruf', 'amin', 'keluarga', 'pkb', 'berziarah', 'makam', 'sunan', 'gunung', 'jati', 'cirebon']","['minggu', 'november', 'kang', 'acep', 'kh', 'maruf', 'amin', 'keluarga', 'pkb', 'ziarah', 'makam', 'sunan', 'gunung', 'jati', 'cirebon']",minggu november kang acep kh maruf amin keluarga pkb ziarah makam sunan gunung jati cirebon,0
Sabtu (16/11/2024) pasangan Jabar Bahagia tampil di Debat Publik Pilgub Jabar 2024 putaran kedua di Hotel Patra Cirebon. Dengan tema Budaya Inovatif untuk Jawa Barat yang Gemah Ripah Repeh Rapih . Mari bersama wujudkan Jabar yang maju sejahtera dan harmonis! #pilgub2024 https://t.co/DQYutRcYGo,acep_adang,sabtu (16/11/2024) pasangan jabar bahagia tampil di debat publik pilgub jabar 2024 putaran kedua di hotel patra cirebon. dengan tema budaya inovatif untuk jawa barat yang gemah ripah repeh rapih . mari bersama wujudkan jabar yang maju sejahtera dan harmonis! #pilgub2024 https://t.co/dqyutrcygo,sabtu (16/11/2024) pasangan jabar bahagia tampil di debat publik pilgub jabar 2024 putaran kedua di hotel patra cirebon. dengan tema budaya inovatif untuk jawa barat yang gemah ripah repeh rapih . mari bersama wujudkan jabar yang maju sejahtera dan harmonis! #pilgub2024 ,sabtu (16/11/2024) pasangan jabar bahagia tampil di debat publik pilgub jabar 2024 putaran kedua di hotel patra cirebon. dengan tema budaya inovatif untuk jawa barat yang gemah ripah repeh rapih . mari bersama wujudkan jabar yang maju sejahtera dan harmonis!  ,sabtu 16112024 pasangan jabar bahagia tampil di debat publik pilgub jabar 2024 putaran kedua di hotel patra cirebon dengan tema budaya inovatif untuk jawa barat yang gemah ripah repeh rapih  mari bersama wujudkan jabar yang maju sejahtera dan harmonis  ,sabtu  pasangan jabar bahagia tampil di debat publik pilgub jabar  putaran kedua di hotel patra cirebon dengan tema budaya inovatif untuk jawa barat yang gemah ripah repeh rapih  mari bersama wujudkan jabar yang maju sejahtera dan harmonis  ,sabtu  pasangan jabar bahagia tampil di debat publik pilgub jabar  putaran kedua di hotel patra cirebon dengan tema budaya inovatif untuk jawa barat yang gemah ripah repeh rapih  mari bersama wujudkan jabar yang maju sejahtera dan harmonis,"['sabtu', 'pasangan', 'jabar', 'bahagia', 'tampil', 'di', 'debat', 'publik', 'pilgub', 'jabar', 'putaran', 'kedua', 'di', 'hotel', 'patra', 'cirebon', 'dengan', 'tema', 'budaya', 'inovatif', 'untuk', 'jawa', 'barat', 'yang', 'gemah', 'ripah', 'repeh', 'rapih', 'mari', 'bersama', 'wujudkan', 'jabar', 'yang', 'maju', 'sejahtera', 'dan', 'harmonis']","['sabtu', 'pasangan', 'jabar', 'bahagia', 'tampil', 'debat', 'publik', 'pilgub', 'jabar', 'putaran', 'hotel', 'patra', 'cirebon', 'tema', 'budaya', 'inovatif', 'jawa', 'barat', 'gemah', 'ripah', 'repeh', 'rapih', '', 'wujudkan', 'jabar', 'maju', 'sejahtera', 'harmonis']","['sabtu', 'pasang', 'jabar', 'bahagia', 'tampil', 'debat', 'publik', 'pilgub', 'jabar', 'putar', 'hotel', 'patra', 'cirebon', 'tema', 'budaya', 'inovatif', 'jawa', 'barat', 'gemah', 'ripah', 'repeh', 'rapih', '', 'wujud', 'jabar', 'maju', 'sejahtera', 'harmonis']",sabtu pasang jabar bahagia tampil debat publik pilgub jabar putar hotel patra cirebon tema budaya inovatif jawa barat gemah ripah repeh rapih  wujud jabar maju sejahtera harmonis,0
Alhamdulillah. Minggu (17/11/2024) Kang Acep bersama KH Ma'ruf Amin dan keluarga besar PKB berziarah ke makam Sunan Gunung Jati. Ziarah ini menjadi momen penuh makna sekaligus ajang silaturahmi bersama Mantan Wakil Presiden ke-7 KH Ma'ruf Amin #pilgub2024 https://t.co/3ygtJSfb8O,acep_adang,alhamdulillah. minggu (17/11/2024) kang acep bersama kh ma'ruf amin dan keluarga besar pkb berziarah ke makam sunan gunung jati. ziarah ini menjadi momen penuh makna sekaligus ajang silaturahmi bersama mantan wakil presiden ke-7 kh ma'ruf amin #pilgub2024 https://t.co/3ygtjsfb8o,alhamdulillah. minggu (17/11/2024) kang acep bersama kh ma'ruf amin dan keluarga besar pkb berziarah ke makam sunan gunung jati. ziarah ini menjadi momen penuh makna sekaligus ajang silaturahmi bersama mantan wakil presiden ke-7 kh ma'ruf amin #pilgub2024 ,alhamdulillah. minggu (17/11/2024) kang acep bersama kh ma'ruf amin dan keluarga besar pkb berziarah ke makam sunan gunung jati. ziarah ini menjadi momen penuh makna sekaligus ajang silaturahmi bersama mantan wakil presiden ke-7 kh ma'ruf amin  ,alhamdulillah minggu 17112024 kang acep bersama kh maruf amin dan keluarga besar pkb berziarah ke makam sunan gunung jati ziarah ini menjadi momen penuh makna sekaligus ajang silaturahmi bersama mantan wakil presiden ke7 kh maruf amin  ,alhamdulillah minggu  kang acep bersama kh maruf amin dan keluarga besar pkb berziarah ke makam sunan gunung jati ziarah ini menjadi momen penuh makna sekaligus ajang silaturahmi bersama mantan wakil presiden ke kh maruf amin  ,alhamdulillah minggu  kang acep bersama kh maruf amin dan keluarga besar pkb berziarah ke makam sunan gunung jati ziarah ini menjadi momen penuh makna sekaligus ajang silaturahmi bersama mantan wakil presiden ke kh maruf amin,"['alhamdulillah', 'minggu', 'kang', 'acep', 'bersama', 'kh', 'maruf', 'amin', 'dan', 'keluarga', 'besar', 'pkb', 'berziarah', 'ke', 'makam', 'sunan', 'gunung', 'jati', 'ziarah', 'ini', 'menjadi', 'momen', 'penuh', 'makna', 'sekaligus', 'ajang', 'silaturahmi', 'bersama', 'mantan', 'wakil', 'presiden', 'ke', 'kh', 'maruf', 'amin']","['alhamdulillah', 'minggu', 'kang', 'acep', 'kh', 'maruf', 'amin', 'keluarga', 'pkb', 'berziarah', 'makam', 'sunan', 'gunung', 'jati', 'ziarah', 'momen', 'penuh', 'makna', 'ajang', 'silaturahmi', 'mantan', 'wakil', 'presiden', 'kh', 'maruf', 'amin']","['alhamdulillah', 'minggu', 'kang', 'acep', 'kh', 'maruf', 'amin', 'keluarga', 'pkb', 'ziarah', 'makam', 'sunan', 'gunung', 'jati', 'ziarah', 'momen', 'penuh', 'makna', 'ajang', 'silaturahmi', 'mantan', 'wakil', 'presiden', 'kh', 'maruf', 'amin']",alhamdulillah minggu kang acep kh maruf amin keluarga pkb ziarah makam sunan gunung jati ziarah momen penuh makna ajang silaturahmi mantan wakil presiden kh maruf amin,0
Rocky Gerung Beberkan Alasan Anies Dukung Pramono-Rano #rockygerung #alasan #aniesbaswedan #dukung #pramonoanung #ranokarno #pilgub2024 #viral #shorts #fyp #fypシ゚ https://t.co/Uzlqu9JGGo,koran_ii,rocky gerung beberkan alasan anies dukung pramono-rano #rockygerung #alasan #aniesbaswedan #dukung #pramonoanung #ranokarno #pilgub2024 #viral #shorts #fyp #fypシ゚ https://t.co/uzlqu9jggo,rocky gerung beberkan alasan anies dukung pramono-rano #rockygerung #alasan #aniesbaswedan #dukung #pramonoanung #ranokarno #pilgub2024 #viral #shorts #fyp #fypシ゚ ,rocky gerung beberkan alasan anies dukung pramono-rano           ゚ ,rocky gerung beberkan alasan anies dukung pramonorano           ゚ ,rocky gerung beberkan alasan anies dukung pramonorano           ゚ ,rocky gerung beberkan alasan anies dukung pramonorano           ゚,"['rocky', 'gerung', 'beberkan', 'alasan', 'anies', 'dukung', 'pramonorano', '゚']","['rocky', 'gerung', 'beberkan', 'alasan', 'anies', 'dukung', 'pramonorano', '゚']","['rocky', 'gerung', 'kan', 'alas', 'anies', 'dukung', 'pramonorano', '']",rocky gerung kan alas anies dukung pramonorano ,0
Ayo sukseskan pilkada 2024 Bersama rakyat ayo memilih Suara kita untuk demak tercinta #ppk_gajah2024 #kpudemak #kpujateng #kpuri #kpumelayani #temanpemilih #pilkada2024 #pilgub2024 #pilbub2024 #pemkabdwmak #kominfo @KPU_ID @KPU_Jateng @kpu_demakkab @PPK_Gajah2024 https://t.co/kPMW4JTymx,pps_tlgpandogan,ayo sukseskan pilkada 2024 bersama rakyat ayo memilih suara kita untuk demak tercinta #ppk_gajah2024 #kpudemak #kpujateng #kpuri #kpumelayani #temanpemilih #pilkada2024 #pilgub2024 #pilbub2024 #pemkabdwmak #kominfo @kpu_id @kpu_jateng @kpu_demakkab @ppk_gajah2024 https://t.co/kpmw4jtymx,ayo sukseskan pilkada 2024 bersama rakyat ayo memilih suara kita untuk demak tercinta #ppk_gajah2024 #kpudemak #kpujateng #kpuri #kpumelayani #temanpemilih #pilkada2024 #pilgub2024 #pilbub2024 #pemkabdwmak #kominfo @kpu_id @kpu_jateng @kpu_demakkab @ppk_gajah2024 ,ayo sukseskan pilkada 2024 bersama rakyat ayo memilih suara kita untuk demak tercinta                ,ayo sukseskan pilkada 2024 bersama rakyat ayo memilih suara kita untuk demak tercinta                ,ayo sukseskan pilkada  bersama rakyat ayo memilih suara kita untuk demak tercinta                ,ayo sukseskan pilkada  bersama rakyat ayo memilih suara kita untuk demak tercinta,"['ayo', 'sukseskan', 'pilkada', 'bersama', 'rakyat', 'ayo', 'memilih', 'suara', 'kita', 'untuk', 'demak', 'tercinta']","['ayo', 'sukseskan', 'pilkada', 'rakyat', 'ayo', 'memilih', 'suara', 'demak', 'tercinta']","['ayo', 'sukses', 'pilkada', 'rakyat', 'ayo', 'pilih', 'suara', 'demak', 'cinta']",ayo sukses pilkada rakyat ayo pilih suara demak cinta,0
@DS_yantie Tentara YES ‍️ No permen Kopiko. . . . #polisi #polri #tnipolri #polripresisi #gusyasin #tajyasin #ahmadluthfi #pilgub2024 #jateng #ungaran #boyolali #cilacap #banyumasan #ngapak #kebumen #sragen #jepara #tniad #tniau #tnial #kapolda #pati ,fransisca_ning,@ds_yantie tentara yes ‍️ no permen kopiko. . . . #polisi #polri #tnipolri #polripresisi #gusyasin #tajyasin #ahmadluthfi #pilgub2024 #jateng #ungaran #boyolali #cilacap #banyumasan #ngapak #kebumen #sragen #jepara #tniad #tniau #tnial #kapolda #pati ,@ds_yantie tentara yes ‍️ no permen kopiko. . . . #polisi #polri #tnipolri #polripresisi #gusyasin #tajyasin #ahmadluthfi #pilgub2024 #jateng #ungaran #boyolali #cilacap #banyumasan #ngapak #kebumen #sragen #jepara #tniad #tniau #tnial #kapolda #pati , tentara yes ‍️ no permen kopiko. . . .                       , tentara yes ‍️ no permen kopiko                          , tentara yes ‍️ no permen kopiko                          ,tentara yes ‍️ no permen kopiko,"['tentara', 'yes', '\u200d️', 'no', 'permen', 'kopiko']","['tentara', 'yes', '\u200d️', 'no', 'permen', 'kopiko']","['tentara', 'yes', '', 'no', 'permen', 'kopiko']",tentara yes  no permen kopiko,0
Kamis (14/11/2024) Alhamdulillah mengunjungi Tribun Jabar untuk berdialog secara langsung mengenai visi misi dan program kerja yang akan dilaksanakan jika terpilih #JabarBahagia #AcepAdangGitaJabar #pilgub2024 https://t.co/nGSYoIpkqu,acep_adang,kamis (14/11/2024) alhamdulillah mengunjungi tribun jabar untuk berdialog secara langsung mengenai visi misi dan program kerja yang akan dilaksanakan jika terpilih #jabarbahagia #acepadanggitajabar #pilgub2024 https://t.co/ngsyoipkqu,kamis (14/11/2024) alhamdulillah mengunjungi tribun jabar untuk berdialog secara langsung mengenai visi misi dan program kerja yang akan dilaksanakan jika terpilih #jabarbahagia #acepadanggitajabar #pilgub2024 ,kamis (14/11/2024) alhamdulillah mengunjungi tribun jabar untuk berdialog secara langsung mengenai visi misi dan program kerja yang akan dilaksanakan jika terpilih    ,kamis 14112024 alhamdulillah mengunjungi tribun jabar untuk berdialog secara langsung mengenai visi misi dan program kerja yang akan dilaksanakan jika terpilih    ,kamis  alhamdulillah mengunjungi tribun jabar untuk berdialog secara langsung mengenai visi misi dan program kerja yang akan dilaksanakan jika terpilih    ,kamis  alhamdulillah mengunjungi tribun jabar untuk berdialog secara langsung mengenai visi misi dan program kerja yang akan dilaksanakan jika terpilih,"['kamis', 'alhamdulillah', 'mengunjungi', 'tribun', 'jabar', 'untuk', 'berdialog', 'secara', 'langsung', 'mengenai', 'visi', 'misi', 'dan', 'program', 'kerja', 'yang', 'akan', 'dilaksanakan', 'jika', 'terpilih']","['kamis', 'alhamdulillah', 'mengunjungi', 'tribun', 'jabar', 'berdialog', 'langsung', 'visi', 'misi', 'program', 'kerja', 'dilaksanakan', 'terpilih']","['kamis', 'alhamdulillah', 'unjung', 'tribun', 'jabar', 'dialog', 'langsung', 'visi', 'misi', 'program', 'kerja', 'laksana', 'pilih']",kamis alhamdulillah unjung tribun jabar dialog langsung visi misi program kerja laksana pilih,0
