full_text,username,tweet_lower,tweet_no_url,tweet_no_mention_hashtag,tweet_no_punctuation,tweet_no_numbers,tweet_clean,tweet_tokenized,tweet_no_stopwords,tweet_stemmed,tweet_preprocessed,label
Kayak Pernah Beli Produk Lokal Ajah si Mas Pram #JakartaNextLevel #RK4JKT #RidwanKamil #JakartaBaruJakartaMaju #SatuinJakarta #RidoSolusiJakarta #debatpilkada #debatpilkadajakarta https://t.co/qJrHpMikpR,PhyShiel,kayak pernah beli produk lokal ajah si mas pram #jakartanextlevel #rk4jkt #ridwankamil #jakartabarujakartamaju #satuinjakarta #ridosolusijakarta #debatpilkada #debatpilkadajakarta https://t.co/qjrhpmikpr,kayak pernah beli produk lokal ajah si mas pram #jakartanextlevel #rk4jkt #ridwankamil #jakartabarujakartamaju #satuinjakarta #ridosolusijakarta #debatpilkada #debatpilkadajakarta ,kayak pernah beli produk lokal ajah si mas pram         ,kayak pernah beli produk lokal ajah si mas pram         ,kayak pernah beli produk lokal ajah si mas pram         ,kayak pernah beli produk lokal ajah si mas pram,"['kayak', 'pernah', 'beli', 'produk', 'lokal', 'ajah', 'si', 'mas', 'pram']","['kayak', 'beli', 'produk', 'lokal', 'ajah', 'si', 'mas', 'pram']","['kayak', 'beli', 'produk', 'lokal', 'ajah', 'si', 'mas', 'pram']",kayak beli produk lokal ajah si mas pram,0
Untuk memastikan seluruh ibu yang bekerja dapat memberikan ASI eksklusif selama 6 bulan dan mencegah stunting Pramono Anung akan menyediakan daycare ruang laktasi dan posyandu. #pilkadajakarta #pilgubjakarta #pilkadaserentak #pilkada2024 #debatpilkadajakarta https://t.co/4FVlvXRlhR,Metro_TV,untuk memastikan seluruh ibu yang bekerja dapat memberikan asi eksklusif selama 6 bulan dan mencegah stunting pramono anung akan menyediakan daycare ruang laktasi dan posyandu. #pilkadajakarta #pilgubjakarta #pilkadaserentak #pilkada2024 #debatpilkadajakarta https://t.co/4fvlvxrlhr,untuk memastikan seluruh ibu yang bekerja dapat memberikan asi eksklusif selama 6 bulan dan mencegah stunting pramono anung akan menyediakan daycare ruang laktasi dan posyandu. #pilkadajakarta #pilgubjakarta #pilkadaserentak #pilkada2024 #debatpilkadajakarta ,untuk memastikan seluruh ibu yang bekerja dapat memberikan asi eksklusif selama 6 bulan dan mencegah stunting pramono anung akan menyediakan daycare ruang laktasi dan posyandu.      ,untuk memastikan seluruh ibu yang bekerja dapat memberikan asi eksklusif selama 6 bulan dan mencegah stunting pramono anung akan menyediakan daycare ruang laktasi dan posyandu      ,untuk memastikan seluruh ibu yang bekerja dapat memberikan asi eksklusif selama  bulan dan mencegah stunting pramono anung akan menyediakan daycare ruang laktasi dan posyandu      ,untuk memastikan seluruh ibu yang bekerja dapat memberikan asi eksklusif selama  bulan dan mencegah stunting pramono anung akan menyediakan daycare ruang laktasi dan posyandu,"['untuk', 'memastikan', 'seluruh', 'ibu', 'yang', 'bekerja', 'dapat', 'memberikan', 'asi', 'eksklusif', 'selama', 'bulan', 'dan', 'mencegah', 'stunting', 'pramono', 'anung', 'akan', 'menyediakan', 'daycare', 'ruang', 'laktasi', 'dan', 'posyandu']","['asi', 'eksklusif', 'mencegah', 'stunting', 'pramono', 'anung', 'menyediakan', 'daycare', 'ruang', 'laktasi', 'posyandu']","['asi', 'eksklusif', 'cegah', 'stunting', 'pramono', 'anung', 'sedia', 'daycare', 'ruang', 'laktasi', 'posyandu']",asi eksklusif cegah stunting pramono anung sedia daycare ruang laktasi posyandu,0
Mas Pram Konsisten Untuk Mengutamakan Pendidikan Agar Generasi Kedepannya Lebih Baik #Jakartamenyala #MenyalaM3nang #RBRpramonorano #Jakarta #PramDoelMenang #Masprambangdoel #Pilkada #Pilkada2024 #DebatPilkadaJakarta #debatpublik #Pramonoanung #Bangdoel #jakartabahagia https://t.co/HIGStJ7Sxk,MiminCantiQ,mas pram konsisten untuk mengutamakan pendidikan agar generasi kedepannya lebih baik #jakartamenyala #menyalam3nang #rbrpramonorano #jakarta #pramdoelmenang #masprambangdoel #pilkada #pilkada2024 #debatpilkadajakarta #debatpublik #pramonoanung #bangdoel #jakartabahagia https://t.co/higstj7sxk,mas pram konsisten untuk mengutamakan pendidikan agar generasi kedepannya lebih baik #jakartamenyala #menyalam3nang #rbrpramonorano #jakarta #pramdoelmenang #masprambangdoel #pilkada #pilkada2024 #debatpilkadajakarta #debatpublik #pramonoanung #bangdoel #jakartabahagia ,mas pram konsisten untuk mengutamakan pendidikan agar generasi kedepannya lebih baik              ,mas pram konsisten untuk mengutamakan pendidikan agar generasi kedepannya lebih baik              ,mas pram konsisten untuk mengutamakan pendidikan agar generasi kedepannya lebih baik              ,mas pram konsisten untuk mengutamakan pendidikan agar generasi kedepannya lebih baik,"['mas', 'pram', 'konsisten', 'untuk', 'mengutamakan', 'pendidikan', 'agar', 'generasi', 'kedepannya', 'lebih', 'baik']","['mas', 'pram', 'konsisten', 'mengutamakan', 'pendidikan', 'generasi', 'kedepannya']","['mas', 'pram', 'konsisten', 'utama', 'didik', 'generasi', 'depan']",mas pram konsisten utama didik generasi depan,0
BPJS Merata Bagi Warga Jakarta #JakartaNextLevel #RK4JKT #RidwanKamil #JakartaBaruJakartaMaju #SatuinJakarta #RidoSolusiJakarta #debatpilkada #debatpilkadajakarta https://t.co/twCluYNHM1,PhyShiel,bpjs merata bagi warga jakarta #jakartanextlevel #rk4jkt #ridwankamil #jakartabarujakartamaju #satuinjakarta #ridosolusijakarta #debatpilkada #debatpilkadajakarta https://t.co/twcluynhm1,bpjs merata bagi warga jakarta #jakartanextlevel #rk4jkt #ridwankamil #jakartabarujakartamaju #satuinjakarta #ridosolusijakarta #debatpilkada #debatpilkadajakarta ,bpjs merata bagi warga jakarta         ,bpjs merata bagi warga jakarta         ,bpjs merata bagi warga jakarta         ,bpjs merata bagi warga jakarta,"['bpjs', 'merata', 'bagi', 'warga', 'jakarta']","['bpjs', 'merata', 'warga', 'jakarta']","['bpjs', 'rata', 'warga', 'jakarta']",bpjs rata warga jakarta,0
Cagub Jakarta nomor urut 2 Dharma Pongrekun mengatakan akan menyiapkan tim Ekonomi Adab yang terdiri dari guru honorer #DharmaKun #DharmaPongrekun #KunWardana #PilkadaJakarta #DebatPilkadaJakarta #PilkadaJakarta #Pilkada2024 #PilkadaSerentak2024 #IndonesiaMemilih2024 #MetroTV https://t.co/P1lTxOFWCO,Metro_TV,cagub jakarta nomor urut 2 dharma pongrekun mengatakan akan menyiapkan tim ekonomi adab yang terdiri dari guru honorer #dharmakun #dharmapongrekun #kunwardana #pilkadajakarta #debatpilkadajakarta #pilkadajakarta #pilkada2024 #pilkadaserentak2024 #indonesiamemilih2024 #metrotv https://t.co/p1ltxofwco,cagub jakarta nomor urut 2 dharma pongrekun mengatakan akan menyiapkan tim ekonomi adab yang terdiri dari guru honorer #dharmakun #dharmapongrekun #kunwardana #pilkadajakarta #debatpilkadajakarta #pilkadajakarta #pilkada2024 #pilkadaserentak2024 #indonesiamemilih2024 #metrotv ,cagub jakarta nomor urut 2 dharma pongrekun mengatakan akan menyiapkan tim ekonomi adab yang terdiri dari guru honorer           ,cagub jakarta nomor urut 2 dharma pongrekun mengatakan akan menyiapkan tim ekonomi adab yang terdiri dari guru honorer           ,cagub jakarta nomor urut  dharma pongrekun mengatakan akan menyiapkan tim ekonomi adab yang terdiri dari guru honorer           ,cagub jakarta nomor urut  dharma pongrekun mengatakan akan menyiapkan tim ekonomi adab yang terdiri dari guru honorer,"['cagub', 'jakarta', 'nomor', 'urut', 'dharma', 'pongrekun', 'mengatakan', 'akan', 'menyiapkan', 'tim', 'ekonomi', 'adab', 'yang', 'terdiri', 'dari', 'guru', 'honorer']","['cagub', 'jakarta', 'nomor', 'urut', 'dharma', 'pongrekun', 'tim', 'ekonomi', 'adab', 'guru', 'honorer']","['cagub', 'jakarta', 'nomor', 'urut', 'dharma', 'pongrekun', 'tim', 'ekonomi', 'adab', 'guru', 'honorer']",cagub jakarta nomor urut dharma pongrekun tim ekonomi adab guru honorer,0
RIDO Aktifkan Kembali Pasar Jakarta Kota UMKM #JakartaNextLevel #RK4JKT #RidwanKamil #JakartaBaruJakartaMaju #SatuinJakarta #RidoSolusiJakarta #debatpilkada #debatpilkadajakarta https://t.co/alLXy1q5py,PhyShiel,rido aktifkan kembali pasar jakarta kota umkm #jakartanextlevel #rk4jkt #ridwankamil #jakartabarujakartamaju #satuinjakarta #ridosolusijakarta #debatpilkada #debatpilkadajakarta https://t.co/allxy1q5py,rido aktifkan kembali pasar jakarta kota umkm #jakartanextlevel #rk4jkt #ridwankamil #jakartabarujakartamaju #satuinjakarta #ridosolusijakarta #debatpilkada #debatpilkadajakarta ,rido aktifkan kembali pasar jakarta kota umkm         ,rido aktifkan kembali pasar jakarta kota umkm         ,rido aktifkan kembali pasar jakarta kota umkm         ,rido aktifkan kembali pasar jakarta kota umkm,"['rido', 'aktifkan', 'kembali', 'pasar', 'jakarta', 'kota', 'umkm']","['rido', 'aktifkan', 'pasar', 'jakarta', 'kota', 'umkm']","['rido', 'aktif', 'pasar', 'jakarta', 'kota', 'umkm']",rido aktif pasar jakarta kota umkm,0
Dalam debat kedua Calon Gubernur dan Wakil Gubernur Jakarta hari ini Minggu 27 Oktober 2024 ketiga paslon hadir dengan kostum debat andalannya masing-masing! Kira-kira apa ya alasan dibalik pemilihan outfit ketiganya? #DebatPilkadaJakarta #RumahPilkada #VODKompasTV https://t.co/EWFm84Y1yc,KompasTV,dalam debat kedua calon gubernur dan wakil gubernur jakarta hari ini minggu 27 oktober 2024 ketiga paslon hadir dengan kostum debat andalannya masing-masing! kira-kira apa ya alasan dibalik pemilihan outfit ketiganya? #debatpilkadajakarta #rumahpilkada #vodkompastv https://t.co/ewfm84y1yc,dalam debat kedua calon gubernur dan wakil gubernur jakarta hari ini minggu 27 oktober 2024 ketiga paslon hadir dengan kostum debat andalannya masing-masing! kira-kira apa ya alasan dibalik pemilihan outfit ketiganya? #debatpilkadajakarta #rumahpilkada #vodkompastv ,dalam debat kedua calon gubernur dan wakil gubernur jakarta hari ini minggu 27 oktober 2024 ketiga paslon hadir dengan kostum debat andalannya masing-masing! kira-kira apa ya alasan dibalik pemilihan outfit ketiganya?    ,dalam debat kedua calon gubernur dan wakil gubernur jakarta hari ini minggu 27 oktober 2024 ketiga paslon hadir dengan kostum debat andalannya masingmasing kirakira apa ya alasan dibalik pemilihan outfit ketiganya    ,dalam debat kedua calon gubernur dan wakil gubernur jakarta hari ini minggu  oktober  ketiga paslon hadir dengan kostum debat andalannya masingmasing kirakira apa ya alasan dibalik pemilihan outfit ketiganya    ,dalam debat kedua calon gubernur dan wakil gubernur jakarta hari ini minggu  oktober  ketiga paslon hadir dengan kostum debat andalannya masingmasing kirakira apa ya alasan dibalik pemilihan outfit ketiganya,"['dalam', 'debat', 'kedua', 'calon', 'gubernur', 'dan', 'wakil', 'gubernur', 'jakarta', 'hari', 'ini', 'minggu', 'oktober', 'ketiga', 'paslon', 'hadir', 'dengan', 'kostum', 'debat', 'andalannya', 'masingmasing', 'kirakira', 'apa', 'ya', 'alasan', 'dibalik', 'pemilihan', 'outfit', 'ketiganya']","['debat', 'calon', 'gubernur', 'wakil', 'gubernur', 'jakarta', 'minggu', 'oktober', 'ketiga', 'paslon', 'hadir', 'kostum', 'debat', 'andalannya', 'masingmasing', 'kirakira', 'alasan', 'dibalik', 'pemilihan', 'outfit', 'ketiganya']","['debat', 'calon', 'gubernur', 'wakil', 'gubernur', 'jakarta', 'minggu', 'oktober', 'tiga', 'paslon', 'hadir', 'kostum', 'debat', 'andal', 'masingmasing', 'kirakira', 'alas', 'balik', 'pilih', 'outfit', 'tiga']",debat calon gubernur wakil gubernur jakarta minggu oktober tiga paslon hadir kostum debat andal masingmasing kirakira alas balik pilih outfit tiga,0
Pendidikan itu Penting Ridwan Kamil: Pendidikan Gratis dari SD sampai SMA #JakartaNextLevel #RK4JKT #RidwanKamil #JakartaBaruJakartaMaju #SatuinJakarta #RidoSolusiJakarta #debatpilkada #debatpilkadajakarta https://t.co/Jmspu66wp4,PhyShiel,pendidikan itu penting ridwan kamil: pendidikan gratis dari sd sampai sma #jakartanextlevel #rk4jkt #ridwankamil #jakartabarujakartamaju #satuinjakarta #ridosolusijakarta #debatpilkada #debatpilkadajakarta https://t.co/jmspu66wp4,pendidikan itu penting ridwan kamil: pendidikan gratis dari sd sampai sma #jakartanextlevel #rk4jkt #ridwankamil #jakartabarujakartamaju #satuinjakarta #ridosolusijakarta #debatpilkada #debatpilkadajakarta ,pendidikan itu penting ridwan kamil: pendidikan gratis dari sd sampai sma         ,pendidikan itu penting ridwan kamil pendidikan gratis dari sd sampai sma         ,pendidikan itu penting ridwan kamil pendidikan gratis dari sd sampai sma         ,pendidikan itu penting ridwan kamil pendidikan gratis dari sd sampai sma,"['pendidikan', 'itu', 'penting', 'ridwan', 'kamil', 'pendidikan', 'gratis', 'dari', 'sd', 'sampai', 'sma']","['pendidikan', 'ridwan', 'kamil', 'pendidikan', 'gratis', 'sma']","['didik', 'ridwan', 'kamil', 'didik', 'gratis', 'sma']",didik ridwan kamil didik gratis sma,0
Pasangan Ridwan Kamil - Suswono paling banyak mendapatkan atensi Publik di Media sosial #JakartaBaruJakartaMaju #RidoMenang #DebatPilkadaJakarta #RKJuara1 https://t.co/z1ZJ0NKPDe,tumaradeka,pasangan ridwan kamil - suswono paling banyak mendapatkan atensi publik di media sosial #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 https://t.co/z1zj0nkpde,pasangan ridwan kamil - suswono paling banyak mendapatkan atensi publik di media sosial #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 ,pasangan ridwan kamil - suswono paling banyak mendapatkan atensi publik di media sosial     ,pasangan ridwan kamil  suswono paling banyak mendapatkan atensi publik di media sosial     ,pasangan ridwan kamil  suswono paling banyak mendapatkan atensi publik di media sosial     ,pasangan ridwan kamil  suswono paling banyak mendapatkan atensi publik di media sosial,"['pasangan', 'ridwan', 'kamil', 'suswono', 'paling', 'banyak', 'mendapatkan', 'atensi', 'publik', 'di', 'media', 'sosial']","['pasangan', 'ridwan', 'kamil', 'suswono', 'atensi', 'publik', 'media', 'sosial']","['pasang', 'ridwan', 'kamil', 'suswono', 'atensi', 'publik', 'media', 'sosial']",pasang ridwan kamil suswono atensi publik media sosial,0
PETJAH!! Pendukung Pramono Anung dan Rano Karno membludak di lokasi debat Calon Gubernur dan Wakil Gubernur Jakarta ke- 2. #JakartaMenyala #JakartaM3nang #DebatPilkadaJakarta https://t.co/AtJ4iM9Tqb,Marbot_Udien,petjah!! pendukung pramono anung dan rano karno membludak di lokasi debat calon gubernur dan wakil gubernur jakarta ke- 2. #jakartamenyala #jakartam3nang #debatpilkadajakarta https://t.co/atj4im9tqb,petjah!! pendukung pramono anung dan rano karno membludak di lokasi debat calon gubernur dan wakil gubernur jakarta ke- 2. #jakartamenyala #jakartam3nang #debatpilkadajakarta ,petjah!! pendukung pramono anung dan rano karno membludak di lokasi debat calon gubernur dan wakil gubernur jakarta ke- 2.    ,petjah pendukung pramono anung dan rano karno membludak di lokasi debat calon gubernur dan wakil gubernur jakarta ke 2    ,petjah pendukung pramono anung dan rano karno membludak di lokasi debat calon gubernur dan wakil gubernur jakarta ke     ,petjah pendukung pramono anung dan rano karno membludak di lokasi debat calon gubernur dan wakil gubernur jakarta ke,"['petjah', 'pendukung', 'pramono', 'anung', 'dan', 'rano', 'karno', 'membludak', 'di', 'lokasi', 'debat', 'calon', 'gubernur', 'dan', 'wakil', 'gubernur', 'jakarta', 'ke']","['petjah', 'pendukung', 'pramono', 'anung', 'rano', 'karno', 'membludak', 'lokasi', 'debat', 'calon', 'gubernur', 'wakil', 'gubernur', 'jakarta']","['petjah', 'dukung', 'pramono', 'anung', 'rano', 'karno', 'membludak', 'lokasi', 'debat', 'calon', 'gubernur', 'wakil', 'gubernur', 'jakarta']",petjah dukung pramono anung rano karno membludak lokasi debat calon gubernur wakil gubernur jakarta,0
Pantun Bang Ridwan Kamil Membrantas Stunting itu Penting! #JakartaNextLevel #RK4JKT #RidwanKamil #JakartaBaruJakartaMaju #SatuinJakarta #RidoSolusiJakarta #debatpilkada #debatpilkadajakarta https://t.co/z7l3E5BzgP,PhyShiel,pantun bang ridwan kamil membrantas stunting itu penting! #jakartanextlevel #rk4jkt #ridwankamil #jakartabarujakartamaju #satuinjakarta #ridosolusijakarta #debatpilkada #debatpilkadajakarta https://t.co/z7l3e5bzgp,pantun bang ridwan kamil membrantas stunting itu penting! #jakartanextlevel #rk4jkt #ridwankamil #jakartabarujakartamaju #satuinjakarta #ridosolusijakarta #debatpilkada #debatpilkadajakarta ,pantun bang ridwan kamil membrantas stunting itu penting!         ,pantun bang ridwan kamil membrantas stunting itu penting         ,pantun bang ridwan kamil membrantas stunting itu penting         ,pantun bang ridwan kamil membrantas stunting itu penting,"['pantun', 'bang', 'ridwan', 'kamil', 'membrantas', 'stunting', 'itu', 'penting']","['pantun', 'bang', 'ridwan', 'kamil', 'membrantas', 'stunting']","['pantun', 'bang', 'ridwan', 'kamil', 'membrantas', 'stunting']",pantun bang ridwan kamil membrantas stunting,0
Secara anggaran janji kampanye ini sangat mungkin dilaksanakan! #JakartaBaruJakartaMaju #RidoMenang #DebatPilkadaJakarta #RKJuara1 https://t.co/4Mh2L4NtyB,panca66,secara anggaran janji kampanye ini sangat mungkin dilaksanakan! #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 https://t.co/4mh2l4ntyb,secara anggaran janji kampanye ini sangat mungkin dilaksanakan! #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 ,secara anggaran janji kampanye ini sangat mungkin dilaksanakan!     ,secara anggaran janji kampanye ini sangat mungkin dilaksanakan     ,secara anggaran janji kampanye ini sangat mungkin dilaksanakan     ,secara anggaran janji kampanye ini sangat mungkin dilaksanakan,"['secara', 'anggaran', 'janji', 'kampanye', 'ini', 'sangat', 'mungkin', 'dilaksanakan']","['anggaran', 'janji', 'kampanye', 'dilaksanakan']","['anggar', 'janji', 'kampanye', 'laksana']",anggar janji kampanye laksana,0
R1DO Mendukung Jakarta Kota UMKM #JakartaNextLevel #RK4JKT #RidwanKamil #JakartaBaruJakartaMaju #SatuinJakarta #RidoSolusiJakarta #debatpilkada #debatpilkadajakarta https://t.co/2gek74jICK,PhyShiel,r1do mendukung jakarta kota umkm #jakartanextlevel #rk4jkt #ridwankamil #jakartabarujakartamaju #satuinjakarta #ridosolusijakarta #debatpilkada #debatpilkadajakarta https://t.co/2gek74jick,r1do mendukung jakarta kota umkm #jakartanextlevel #rk4jkt #ridwankamil #jakartabarujakartamaju #satuinjakarta #ridosolusijakarta #debatpilkada #debatpilkadajakarta ,r1do mendukung jakarta kota umkm         ,r1do mendukung jakarta kota umkm         ,rdo mendukung jakarta kota umkm         ,rdo mendukung jakarta kota umkm,"['rdo', 'mendukung', 'jakarta', 'kota', 'umkm']","['rdo', 'mendukung', 'jakarta', 'kota', 'umkm']","['rdo', 'dukung', 'jakarta', 'kota', 'umkm']",rdo dukung jakarta kota umkm,0
RIdo menang sakan gratiskan sekolah di swasta dan negri #JakartaBaruJakartaMaju #RidoMenang #DebatPilkadaJakarta #RKJuara1 https://t.co/snEwfxXzYP,jakartarido,rido menang sakan gratiskan sekolah di swasta dan negri #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 https://t.co/snewfxxzyp,rido menang sakan gratiskan sekolah di swasta dan negri #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 ,rido menang sakan gratiskan sekolah di swasta dan negri     ,rido menang sakan gratiskan sekolah di swasta dan negri     ,rido menang sakan gratiskan sekolah di swasta dan negri     ,rido menang sakan gratiskan sekolah di swasta dan negri,"['rido', 'menang', 'sakan', 'gratiskan', 'sekolah', 'di', 'swasta', 'dan', 'negri']","['rido', 'menang', 'sakan', 'gratiskan', 'sekolah', 'swasta', 'negri']","['rido', 'menang', 'sak', 'gratis', 'sekolah', 'swasta', 'negri']",rido menang sak gratis sekolah swasta negri,0
Jawaban Pramono - Rano tentang Pariwisata dan Ekonomi Kreatif dalam debat kedua Plgub Jakarta 2024 dan Pramono - Rano akan siap membantu promosi UMKM agar bisa bersaing di domestik maupun di global. #PilkadaJakarta #DebatPilkadaJakarta #PilkadaJakarta #Pilkada2024 https://t.co/u8rMosDk5f,Metro_TV,jawaban pramono - rano tentang pariwisata dan ekonomi kreatif dalam debat kedua plgub jakarta 2024 dan pramono - rano akan siap membantu promosi umkm agar bisa bersaing di domestik maupun di global. #pilkadajakarta #debatpilkadajakarta #pilkadajakarta #pilkada2024 https://t.co/u8rmosdk5f,jawaban pramono - rano tentang pariwisata dan ekonomi kreatif dalam debat kedua plgub jakarta 2024 dan pramono - rano akan siap membantu promosi umkm agar bisa bersaing di domestik maupun di global. #pilkadajakarta #debatpilkadajakarta #pilkadajakarta #pilkada2024 ,jawaban pramono - rano tentang pariwisata dan ekonomi kreatif dalam debat kedua plgub jakarta 2024 dan pramono - rano akan siap membantu promosi umkm agar bisa bersaing di domestik maupun di global.     ,jawaban pramono  rano tentang pariwisata dan ekonomi kreatif dalam debat kedua plgub jakarta 2024 dan pramono  rano akan siap membantu promosi umkm agar bisa bersaing di domestik maupun di global     ,jawaban pramono  rano tentang pariwisata dan ekonomi kreatif dalam debat kedua plgub jakarta  dan pramono  rano akan siap membantu promosi umkm agar bisa bersaing di domestik maupun di global     ,jawaban pramono  rano tentang pariwisata dan ekonomi kreatif dalam debat kedua plgub jakarta  dan pramono  rano akan siap membantu promosi umkm agar bisa bersaing di domestik maupun di global,"['jawaban', 'pramono', 'rano', 'tentang', 'pariwisata', 'dan', 'ekonomi', 'kreatif', 'dalam', 'debat', 'kedua', 'plgub', 'jakarta', 'dan', 'pramono', 'rano', 'akan', 'siap', 'membantu', 'promosi', 'umkm', 'agar', 'bisa', 'bersaing', 'di', 'domestik', 'maupun', 'di', 'global']","['pramono', 'rano', 'pariwisata', 'ekonomi', 'kreatif', 'debat', 'plgub', 'jakarta', 'pramono', 'rano', 'membantu', 'promosi', 'umkm', 'bersaing', 'domestik', 'global']","['pramono', 'rano', 'pariwisata', 'ekonomi', 'kreatif', 'debat', 'plgub', 'jakarta', 'pramono', 'rano', 'bantu', 'promosi', 'umkm', 'saing', 'domestik', 'global']",pramono rano pariwisata ekonomi kreatif debat plgub jakarta pramono rano bantu promosi umkm saing domestik global,0
Paslon cagub dan cawagub nomor urut 2 Dharma dan Kun menyampaikan visi misi serta program kerja (proker) untuk Jakarta jika terpilih menjadi gubernur dan wakil gubernur Jakarta 2024-2029 #DharmaKun #DharmaPongrekun #KunWardana #PilkadaJakarta #DebatPilkadaJakarta https://t.co/EvCkrQOyGx,Metro_TV,paslon cagub dan cawagub nomor urut 2 dharma dan kun menyampaikan visi misi serta program kerja (proker) untuk jakarta jika terpilih menjadi gubernur dan wakil gubernur jakarta 2024-2029 #dharmakun #dharmapongrekun #kunwardana #pilkadajakarta #debatpilkadajakarta https://t.co/evckrqoygx,paslon cagub dan cawagub nomor urut 2 dharma dan kun menyampaikan visi misi serta program kerja (proker) untuk jakarta jika terpilih menjadi gubernur dan wakil gubernur jakarta 2024-2029 #dharmakun #dharmapongrekun #kunwardana #pilkadajakarta #debatpilkadajakarta ,paslon cagub dan cawagub nomor urut 2 dharma dan kun menyampaikan visi misi serta program kerja (proker) untuk jakarta jika terpilih menjadi gubernur dan wakil gubernur jakarta 2024-2029      ,paslon cagub dan cawagub nomor urut 2 dharma dan kun menyampaikan visi misi serta program kerja proker untuk jakarta jika terpilih menjadi gubernur dan wakil gubernur jakarta 20242029      ,paslon cagub dan cawagub nomor urut  dharma dan kun menyampaikan visi misi serta program kerja proker untuk jakarta jika terpilih menjadi gubernur dan wakil gubernur jakarta       ,paslon cagub dan cawagub nomor urut  dharma dan kun menyampaikan visi misi serta program kerja proker untuk jakarta jika terpilih menjadi gubernur dan wakil gubernur jakarta,"['paslon', 'cagub', 'dan', 'cawagub', 'nomor', 'urut', 'dharma', 'dan', 'kun', 'menyampaikan', 'visi', 'misi', 'serta', 'program', 'kerja', 'proker', 'untuk', 'jakarta', 'jika', 'terpilih', 'menjadi', 'gubernur', 'dan', 'wakil', 'gubernur', 'jakarta']","['paslon', 'cagub', 'cawagub', 'nomor', 'urut', 'dharma', 'kun', 'visi', 'misi', 'program', 'kerja', 'proker', 'jakarta', 'terpilih', 'gubernur', 'wakil', 'gubernur', 'jakarta']","['paslon', 'cagub', 'cawagub', 'nomor', 'urut', 'dharma', 'kun', 'visi', 'misi', 'program', 'kerja', 'proker', 'jakarta', 'pilih', 'gubernur', 'wakil', 'gubernur', 'jakarta']",paslon cagub cawagub nomor urut dharma kun visi misi program kerja proker jakarta pilih gubernur wakil gubernur jakarta,0
RIdo menang akan sediakan 1 juta lapangan pekerjaan #JakartaBaruJakartaMaju #RidoMenang #DebatPilkadaJakarta #RKJuara1 https://t.co/iqItXNeSqU,jakartarido,rido menang akan sediakan 1 juta lapangan pekerjaan #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 https://t.co/iqitxnesqu,rido menang akan sediakan 1 juta lapangan pekerjaan #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 ,rido menang akan sediakan 1 juta lapangan pekerjaan     ,rido menang akan sediakan 1 juta lapangan pekerjaan     ,rido menang akan sediakan  juta lapangan pekerjaan     ,rido menang akan sediakan  juta lapangan pekerjaan,"['rido', 'menang', 'akan', 'sediakan', 'juta', 'lapangan', 'pekerjaan']","['rido', 'menang', 'sediakan', 'juta', 'lapangan', 'pekerjaan']","['rido', 'menang', 'sedia', 'juta', 'lapang', 'kerja']",rido menang sedia juta lapang kerja,0
Dalam memaparkan visi misinya di debat kedua ini paslon nomor urut 1 Ridwan Kamil dan Suswono menggunakan AI dalam presentasinya. #pilgubdki #pilkadadki #debatpilgub #debatpilgubdki #debatpilkadajakarta #pramonoanung #doel #ridwankamil #suswono #dharmakun #detikcom https://t.co/ePcGWM4G1g,detikcom,dalam memaparkan visi misinya di debat kedua ini paslon nomor urut 1 ridwan kamil dan suswono menggunakan ai dalam presentasinya. #pilgubdki #pilkadadki #debatpilgub #debatpilgubdki #debatpilkadajakarta #pramonoanung #doel #ridwankamil #suswono #dharmakun #detikcom https://t.co/epcgwm4g1g,dalam memaparkan visi misinya di debat kedua ini paslon nomor urut 1 ridwan kamil dan suswono menggunakan ai dalam presentasinya. #pilgubdki #pilkadadki #debatpilgub #debatpilgubdki #debatpilkadajakarta #pramonoanung #doel #ridwankamil #suswono #dharmakun #detikcom ,dalam memaparkan visi misinya di debat kedua ini paslon nomor urut 1 ridwan kamil dan suswono menggunakan ai dalam presentasinya.            ,dalam memaparkan visi misinya di debat kedua ini paslon nomor urut 1 ridwan kamil dan suswono menggunakan ai dalam presentasinya            ,dalam memaparkan visi misinya di debat kedua ini paslon nomor urut  ridwan kamil dan suswono menggunakan ai dalam presentasinya            ,dalam memaparkan visi misinya di debat kedua ini paslon nomor urut  ridwan kamil dan suswono menggunakan ai dalam presentasinya,"['dalam', 'memaparkan', 'visi', 'misinya', 'di', 'debat', 'kedua', 'ini', 'paslon', 'nomor', 'urut', 'ridwan', 'kamil', 'dan', 'suswono', 'menggunakan', 'ai', 'dalam', 'presentasinya']","['memaparkan', 'visi', 'misinya', 'debat', 'paslon', 'nomor', 'urut', 'ridwan', 'kamil', 'suswono', 'ai', 'presentasinya']","['papar', 'visi', 'misi', 'debat', 'paslon', 'nomor', 'urut', 'ridwan', 'kamil', 'suswono', 'ai', 'presentasi']",papar visi misi debat paslon nomor urut ridwan kamil suswono ai presentasi,0
